Wban Number, YearMonthDay, Max Temp, Min Temp, Avg Temp, Dep from Normal, Avg Dew Pt, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, Significant Weather, Snow/Ice Depth, Snow/Ice Water Equiv, Precipitation Snowfall, Precipitation Water Equiv, Pressue Avg Station, Pressure Avg Sea Level, Wind Speed, Wind Direction, Wind Avg Speed, Max 5 sec speed, Max 5 sec Dir, Max 2 min speed, Max 2 min Dir
03893,20040128,23,4,  14 ,   0,  7, 12, 51,  0,FG ,-,-,-,  T  ,29.23,30.23,  9.3,25, 9.7, 22,27, 17,26
03893,20040129,21,5,  13 ,   0,  9, 13, 52,  0,SN FG+ FG FZFG HZ ,-,-,-, 0.08,29.11,30.09,  4.3,34, 4.9, 14,36, 12,35
03893,20040130,10,-13,  -1 ,   0, -6, -1, 66,  0,SN FG HZ ,-,-,-,  T  ,29.13,30.14,  5.2,27, 6.7, 17,26, 14,27
03893,20040131,18,-22,  -2*,   0, -8,  0, 67,  0,FG ,-,-,-,  T  ,29.23,30.25,  1.6,11, 2.3, 10,9,  8,9
03894,20040101,60,31,  46 ,   0, 37, 43, 19,  0,-,-,-,-, 0.02,29.62,30.27,  6.0,18, 7.0, 25,21, 18,21
03894,20040102,66,51,  59 ,   0, 55, 57,  6,  0,TS TSRA RA FG VCTS ,-,-,-, 0.58,29.41,30.05, 10.9,19,11.0, 26,22, 20,19
03894,20040103,73,65,  69*,   0, 59, 63,  0,  4,-,-,-,-, 0.00,29.32,29.95, 14.0,20,14.1, 25,20, 21,20
03894,20040104,71,41,  56 ,   0, 57, 60,  9,  0,RA FG ,-,-,-, 0.51,29.18,29.83, 12.6,22,15.8, 36,21, 26,28
03894,20040105,41,29,  35 ,   0, 29, 32, 30,  0,TS VCTS ,-,-,-, 0.04,29.56,30.22, 12.6,33,12.8, 22,31, 18,33
03894,20040106,29,14,  22 ,   0,  8, 17, 43,  0,-,-,-,-,  T  ,29.96,30.62,  9.7,32,10.2, 28,31, 22,31
03894,20040107,31,10,  21 ,   0,  7, 18, 44,  0,-,-,-,-, 0.00,29.92,30.59,  0.8,17, 2.6, 12,12, 10,12
03894,20040108,40,29,  35 ,   0, 18, 29, 30,  0,SN FG ,-,-,-,  T  ,29.61,30.28,  4.9,17, 5.8, 14,17, 13,19
03894,20040109,33,29,  31 ,   0, 28, 30, 34,  0,SN FG ,M  ,-,M   , 0.13,29.60,30.26,  5.8,2, 8.5, 17,1, 15,1
03894,20040110,33,21,  27 ,   0, 18, 24, 38,  0,-,-,-,-, 0.00,29.80,30.46,  3.6,2, 5.5, 16,1, 13,2
03894,20040111,49,20,  35 ,   0, 21, 30, 30,  0,-,-,-,-, 0.00,29.64,30.32,  9.7,20,10.2, 24,20, 20,20
03894,20040112,57,33,  45 ,   0, 31, 39, 20,  0,-,-,-,-, 0.00,29.61,30.27,  7.1,25, 8.1, 23,22, 18,23
03894,20040113,54,27,  41 ,   0, 31, 35, 24,  0,FG+ FG FZFG ,-,-,-, 0.00,29.60,30.29,  2.8,34, 4.0, 17,31, 14,30
03894,20040114,54,22,  38 ,   0, 32, 36, 27,  0,FG ,-,-,-, 0.00,29.38,30.04,  4.5,26, 7.8, 28,34, 22,34
03894,20040115,41,25,  33 ,   0, 22, 30, 32,  0,-,-,-,-, 0.00,29.51,30.17,  4.5,34, 6.2, 28,34, 22,33
03894,20040116,53,22,  38 ,   0, 23, 33, 27,  0,-,-,-,-, 0.00,29.46,30.13,  4.4,11, 4.7, 13,14,  9,11
03894,20040117,54,43,  49 ,   0, 38, 43, 16,  0,RA FG ,-,-,-, 0.36,29.23,29.88,  5.1,15, 7.1, 25,19, 21,19
03894,20040118,45,24,  35 ,   0, 30, 33, 30,  0,RA SN FG UP ,-,-,-, 0.36,29.19,29.84, 12.8,34,13.1, 25,34, 21,35
03894,20040119,26,17,  22 ,   0, 13, 19, 43,  0,SN FG ,-,-,-,  T  ,29.51,30.18, 10.8,35,11.0, 23,34, 20,33
03894,20040120,33,27,  30 ,   0, 14, 21, 35,  0,-,M  ,-,M   , 0.00,29.62,-,  2.6,3,M   , 12,2,  9,3
03894,20040121,42,28,  35 ,   0, 18, 27, 30,  0,-,-,-,-, 0.00,29.56,30.23,  3.3,24, 4.5, 16,22, 13,22
03894,20040122,42,19,  31 ,   0, 18, 27, 34,  0,-,-,-,-, 0.00,29.55,30.21,  7.1,31, 9.6, 24,31, 21,31
03894,20040123,43,13,  28 ,   0, 14, 25, 37,  0,-,-,-,-, 0.00,29.48,30.15,  6.6,21, 8.1, 23,20, 18,21
03894,20040124,51,33,  42 ,   0, 31, 37, 23,  0,-,-,-,-,  T  ,29.36,29.99,  4.0,36, 9.6, 23,9, 18,9
03894,20040125,47,31,  39 ,   0, 30, 35, 26,  0,FZRA FG UP HZ ,M  ,-,M   , 0.77,29.06,29.83,  3.2,8, 4.7, 21,29, 17,9
03894,20040126,66,37,  52 ,   0,-,-, 13,  0,RA FG+ FG HZ ,M  ,-,M   , 0.07,29.06,-,  2.8,19, 9.1, 23,17, 17,30
03894,20040127,37,22,  30 ,   0, 19, 24, 35,  0,SN FG+ FG FZFG ,-,-,-, 0.01,29.40,30.08, 15.4,27,15.7, 30,26, 24,27
03894,20040128,36,14,  25 ,   0, 13, 21, 40,  0,-,-,-,-, 0.00,29.64,30.32,  2.2,27, 5.7, 23,31, 20,30
03894,20040129,50,20,  35 ,   0, 21, 30, 30,  0,RA SN FG ,-,-,-, 0.02,29.41,30.08,  3.9,24, 6.2, 29,28, 22,28
03894,20040130,25,11,  18*,   0,  8, 15, 47,  0,FG HZ ,M  ,-,M   ,  T  ,29.47,30.15,  2.9,36, 4.8, 16,1, 15,1
03894,20040131,32,8,  20 ,   0,  7, 16, 45,  0,-,-,-,-, 0.00,29.52,30.20,  5.3,6, 7.1, 14,6, 12,9
03901,20040101,70,55,  63 ,  18, 61, 62,  2,  0,RA FG ,-,-,-,  T  ,29.77,30.19,  9.0,17, 9.4, 23,17, 20,15
03901,20040102,74,63,  69 ,  25, 64, 66,  0,  4,FG ,-,-,-, 0.00,29.63,30.03, 12.0,20,12.3, 30,21, 23,19
03901,20040103,76,65,  71*,  26, 63, 65,  0,  6,-,-,-,-, 0.00,29.49,29.91, 14.1,18,14.3, 35,18, 28,18
03901,20040104,74,39,  57 ,  14, 55, 57,  8,  0,FG ,-,-,-, 0.02,29.50,29.91,  6.6,25,14.0, 29,31, 25,32
03901,20040105,46,28,  37 ,  -8, 27, 33, 28,  0,HZ ,-,-,-, 0.00,29.88,30.32, 10.4,35,10.6, 24,34, 18,32
03901,20040106,43,28,  36 ,  -7, 21, 29, 29,  0,-,-,-,-, 0.00,30.18,30.63,  7.6,2, 8.2, 21,5, 15,6
03901,20040107,42,23,  33*, -12, 16, 28, 32,  0,-,-,-,-, 0.00,30.10,30.53,  5.9,12, 6.8, 17,13, 13,14
03901,20040108,47,38,  43 ,   0, 39, 41, 22,  0,RA FG HZ ,M  ,-,M   , 0.06,29.78,30.20,  4.4,16, 6.6, 20,17, 17,17
03901,20040109,52,35,  44 ,  -1, 34, 39, 21,  0,FG ,-,-,-, 0.00,29.90,30.34,  9.2,34, 9.4, 23,32, 18,32
03901,20040110,52,28,  40 ,  -3, 29, 34, 25,  0,FG HZ ,-,-,-, 0.00,30.03,30.48,  1.8,35, 5.1, 13,3, 10,2
03901,20040111,61,28,  45 ,   0, 33, 38, 20,  0,FG ,-,-,-, 0.00,29.96,30.40,  6.4,18, 6.9, 15,20, 14,19
03901,20040112,63,32,  48 ,   5, 44, 47, 17,  0,FG ,-,-,-,  T  ,29.93,30.36,  4.3,19, 5.4, 14,18, 13,18
03901,20040113,67,48,  58 ,  13, 54, 55,  7,  0,RA FG+ FG ,-,-,-,  T  ,29.87,30.31,  2.5,19, 3.9, 12,22, 10,21
03901,20040114,64,48,  56 ,  13, 53, 54,  9,  0,FG+ FG ,-,-,-, 0.02,29.75,30.17,  2.7,25, 3.7, 18,25, 15,27
03901,20040115,62,48,  55 ,  10, 47, 51, 10,  0,FG+ FG ,-,-,-, 0.00,29.69,30.11,  5.3,10, 5.5, 18,9, 14,9
03901,20040116,65,51,  58 ,  15, 52, 55,  7,  0,RA FG ,-,-,-, 0.29,29.50,29.92,  9.9,13,10.2, 22,15, 18,15
03901,20040117,67,56,  62 ,  17, 60, 61,  3,  0,TS TSRA RA FG VCTS ,-,-,-, 0.67,29.26,29.66,  6.3,17, 7.6, 21,16, 18,16
03901,20040118,58,37,  48 ,   5, 46, 47, 17,  0,TS TSRA RA FG ,-,-,-, 0.31,29.43,29.85,  7.1,32, 9.4, 25,3, 18,34
03901,20040119,46,28,  37 ,  -8, 26, 32, 28,  0,-,-,-,-, 0.00,29.75,30.18,  4.8,35, 6.6, 16,33, 14,33
03901,20040120,48,31,  40 ,  -3, 23, 31, 25,  0,-,M  ,-,M   , 0.01,29.81,-,  3.8,9,M   , 12,7,  9,11
03901,20040121,54,26,  40 ,  -5, 28, 35, 25,  0,-,-,-,-, 0.00,29.87,30.31,  0.5,7, 1.8,  9,30,  8,31
03901,20040122,62,31,  47 ,   4, 37, 42, 18,  0,-,-,-,-, 0.00,29.88,30.30,  2.9,29, 3.3, 18,28, 15,32
03901,20040123,68,32,  50 ,   4, 41, 46, 15,  0,FG ,-,-,-, 0.00,29.80,30.22,  3.0,21, 5.3, 20,25, 16,25
03901,20040124,65,54,  60 ,  16, 58, 58,  5,  0,RA FG ,-,-,-, 1.23,29.42,29.84,  7.8,18, 8.6, 21,19, 17,19
03901,20040125,72,54,  63 ,  17, 50, 55,  2,  0,-,-,-,-,  T  ,29.19,29.61, 10.1,22,10.4, 22,23, 18,21
03901,20040126,67,31,  49 ,   5, 35, 43, 16,  0,-,-,-,-, 0.00,29.46,29.87, 11.3,28,15.2, 35,32, 28,31
03901,20040127,44,23,  34 , -12, 12, 26, 31,  0,-,-,-,-, 0.00,29.91,30.35,  8.0,31, 8.6, 28,30, 20,31
03901,20040128,56,21,  39 ,  -5, 21, 32, 26,  0,-,-,-,-, 0.00,29.91,30.34,  5.4,16, 5.8, 17,13, 14,13
03901,20040129,53,37,  45 ,  -1, 40, 44, 20,  0,FG ,-,-,-, 0.03,29.64,30.06,  3.6,14, 5.2, 13,16, 12,19
03901,20040130,50,37,  44 ,   0, 40, 41, 21,  0,FG ,-,-,-, 0.00,29.63,30.05,  6.0,3, 8.5, 17,35, 14,36
03901,20040131,47,36,  42 ,  -5, 36, 39, 23,  0,FG ,-,-,-, 0.00,29.55,29.98,  7.6,10, 8.3, 15,12, 13,12
03904,20040101,74,60,  67 ,  17, 64, 65,  0,  2,FG+ FG ,-,-,-,  T  ,29.79,30.17,  9.7,16,10.1, 24,16, 21,17
03904,20040102,76,63,  70 ,  20, 65, 66,  0,  5,FG ,-,-,-, 0.00,29.66,30.05, 10.1,18,10.6, 25,19, 21,17
03904,20040103,77,66,  72*,  22, 64, 66,  0,  7,-,-,-,-, 0.00,29.55,29.91, 15.2,17,15.3, 29,16, 23,17
03904,20040104,71,48,  60 ,  10, 58, 60,  5,  0,RA FG ,-,-,-, 0.05,29.53,29.91,  1.4,29,10.9, 28,34, 22,34
03904,20040105,48,34,  41 ,  -9, 28, 36, 24,  0,-,-,-,-, 0.00,29.88,30.28, 15.0,36,15.1, 29,1, 23,1
03904,20040106,41,28,  35*, -15, 23, 31, 30,  0,-,-,-,-, 0.00,30.18,30.58, 12.4,36,12.5, 29,1, 23,1
03904,20040107,46,38,  42 ,  -8, 23, 35, 23,  0,-,-,-,-,  T  ,30.08,30.48,  5.5,11, 7.4, 15,14, 13,14
03904,20040108,56,41,  49 ,  -1, 48, 48, 16,  0,RA FG ,-,-,-, 0.10,29.77,30.17,  1.0,5, 2.9, 15,2, 13,2
03904,20040109,61,41,  51 ,   1, 38, 45, 14,  0,FG HZ ,-,-,-, 0.00,29.92,30.32, 10.6,36,10.8, 29,1, 22,34
03904,20040110,58,36,  47 ,  -3, 32, 40, 18,  0,-,-,-,-, 0.00,30.04,30.45,  4.1,1, 4.8, 15,1, 14,2
03904,20040111,61,35,  48 ,  -2, 39, 43, 17,  0,FG ,-,-,-, 0.00,29.99,30.40,  4.5,16, 5.3, 18,15, 15,15
03904,20040112,65,39,  52 ,   2, 49, 50, 13,  0,FG ,-,-,-, 0.00,29.93,30.33,  2.3,14, 3.2, 13,14, 10,13
03904,20040113,66,51,  59 ,   9, 56, 57,  6,  0,RA FG+ FG ,-,-,-, 0.03,29.91,30.30,  0.8,17, 1.0,  9,16,  7,16
03904,20040114,67,51,  59 ,   9, 56, 57,  6,  0,FG+ FG ,-,-,-, 0.01,29.78,30.18,  0.7,24,  .9, 10,22,  9,24
03904,20040115,64,57,  61 ,  11, 60, 60,  4,  0,RA FG ,-,-,-, 0.08,29.66,30.07,  4.0,13, 4.2, 14,13, 12,13
03904,20040116,69,60,  65 ,  15, 63, 63,  0,  0,RA FG ,-,-,-, 1.53,29.46,29.84, 10.5,14,11.7, 23,22, 18,21
03904,20040117,72,52,  62 ,  12, 57, 60,  3,  0,TS TSRA RA FG ,-,-,-, 0.25,29.28,29.68,  3.8,24, 6.9, 29,31, 22,29
03904,20040118,52,40,  46 ,  -4, 40, 43, 19,  0,RA FG ,-,-,-, 0.02,29.53,29.92, 13.3,31,13.9, 30,31, 24,33
03904,20040119,57,33,  45 ,  -5, 27, 36, 20,  0,-,M  ,-,M   , 0.00,29.77,30.17,  5.7,35, 7.3, 20,1, 16,1
03904,20040120,67,32,  50 ,   0, 32, 39, 15,  0,-,-,-,-, 0.00,29.78,30.18,  3.6,9, 5.1, 13,15, 10,12
03904,20040121,72,37,  55 ,   5, 35, 43, 10,  0,-,-,-,-, 0.00,29.87,30.27,  3.2,5, 4.2, 15,4, 12,3
03904,20040122,63,39,  51 ,   1, 42, 46, 14,  0,-,-,-,-,  T  ,29.91,30.30,  0.0,0,  .2,  9,35,  7,29
03904,20040123,67,52,  60 ,  10, 47, 52,  5,  0,-,M  ,-,M   ,  T  ,29.83,30.22,  4.0,17, 4.7, 16,18, 13,21
03904,20040124,66,58,  62 ,  12, 60, 60,  3,  0,TS TSRA RA FG VCTS ,-,-,-, 2.29,29.44,29.82,  6.0,19, 8.0, 29,19, 21,19
03904,20040125,73,51,  62 ,  11, 46, 53,  3,  0,-,-,-,-, 0.00,29.30,29.68,  9.4,23,10.0, 22,22, 18,23
03904,20040126,68,37,  53 ,   2, 34, 44, 12,  0,-,-,-,-, 0.00,29.56,29.94, 10.2,30,11.8, 37,33, 31,32
03904,20040127,50,28,  39 , -12, 21, 32, 26,  0,-,-,-,-, 0.00,29.96,30.36,  5.3,36, 6.2, 18,1, 15,1
03904,20040128,58,30,  44 ,  -7, 26, 37, 21,  0,-,-,-,-, 0.00,29.91,30.31,  7.3,15, 8.2, 20,15, 16,16
03904,20040129,59,47,  53 ,   2,-,-, 12,  0,RA FG ,-,-,-, 0.17,-,-,-,-, 6.2, 15,13, 13,2
03904,20040130,60,46,  53 ,   2, 45, 48, 12,  0,RA FG ,-,-,-, 0.01,29.62,29.99, 10.1,1,10.5, 25,1, 20,1
03904,20040131,53,47,  50 ,  -1, 47, 49, 15,  0,FG ,-,-,-, 0.00,29.55,29.91,  4.1,12, 5.8, 17,13, 14,13
03919,20040101,56,30,  43 ,  14, 32, 40, 22,  0,-,-,-,-, 0.00,28.52,29.93,  7.4,20, 9.9, 24,20, 21,20
03919,20040102,62,36,  49 ,  20, 33, 43, 16,  0,-,-,-,-, 0.00,28.35,29.73,  4.3,22, 8.2, 23,5, 17,23
03919,20040103,49,25,  37 ,   8, 16, 27, 28,  0,-,-,-,-, 0.00,28.56,29.96, 15.3,3,15.6, 36,1, 25,2
03919,20040104,26,15,  21 ,  -8, 14, 19, 44,  0,SN FG HZ ,-,-,-,  T  ,28.73,30.17, 16.6,35,17.1, 29,34, 24,35
03919,20040105,16,2,   0 , -20, -2,  6,  0,  0,-,-,-,-, 0.00,29.16,30.63, 13.0,35,13.9, 26,35, 22,35
03919,20040106,29,2,  16 , -13, -3, 10, 49,  0,-,-,-,-, 0.00,29.21,30.70,  5.1,22, 7.0, 16,26, 14,26
03919,20040107,37,18,  28 ,  -1,  8, 22, 37,  0,-,-,-,-, 0.00,28.83,30.26, 13.5,18,13.8, 30,17, 25,17
03919,20040108,54,19,  37 ,   8, 18, 27, 28,  0,-,-,-,-, 0.00,28.74,30.17,  7.9,32,11.0, 35,34, 30,35
03919,20040109,34,20,  27 ,  -1, 18, 23, 38,  0,FG HZ ,-,-,-, 0.00,29.03,30.47,  4.2,34, 5.6, 17,33, 15,33
03919,20040110,54,17,  36 ,   8, 22, 30, 29,  0,FG HZ ,-,-,-, 0.00,28.90,30.34,  9.6,19,10.0, 22,19, 17,19
03919,20040111,56,29,  43 ,  15, 26, 35, 22,  0,-,-,-,-, 0.00,28.72,30.12,  4.3,20, 6.4, 24,20, 21,20
03919,20040112,54,24,  39 ,  11, 25, 31, 26,  0,-,-,-,-, 0.00,28.89,30.31,  0.6,33, 1.6,  7,35,  7,34
03919,20040113,52,24,  38 ,  10, 25, 31, 27,  0,-,-,-,-, 0.00,28.92,30.35,  0.3,23, 4.1, 15,7, 13,7
03919,20040114,63,29,  46 ,  18, 27, 37, 19,  0,-,-,-,-, 0.00,28.75,30.16,  6.9,32,10.2, 28,33, 23,34
03919,20040115,53,22,  38 ,  10, 26, 34, 27,  0,-,-,-,-, 0.00,28.68,30.08,  7.7,18, 8.4, 23,19, 21,20
03919,20040116,52,47,  50*,  21, 44, 47, 15,  0,RA FG ,-,-,-, 0.09,28.42,29.80,  9.2,17,10.7, 26,17, 21,18
03919,20040117,48,32,  40 ,  11, 34, 37, 25,  0,FG+ FG HZ ,-,-,-, 0.00,28.53,29.94, 16.7,36,16.8, 31,2, 26,1
03919,20040118,34,16,  25 ,  -4, 12, 23, 40,  0,-,-,-,-, 0.00,28.79,30.22, 13.2,36,13.8, 31,1, 26,35
03919,20040119,30,10,  20 ,  -9,  4, 17, 45,  0,-,-,-,-, 0.00,28.85,30.28,  2.4,11, 4.8, 13,15, 12,15
03919,20040120,41,27,  34 ,   5, 20, 28, 31,  0,-,-,-,-, 0.00,28.80,30.22,  5.6,17, 6.5, 16,17, 13,16
03919,20040121,56,21,  39 ,  10, 23, 31, 26,  0,-,-,-,-,  T  ,28.76,30.21,  4.1,26, 6.7, 24,26, 21,27
03919,20040122,39,22,  31 ,   2, 16, 26, 34,  0,-,-,-,-, 0.00,28.91,30.34,  0.8,2, 7.1, 24,1, 20,2
03919,20040123,63,28,  46 ,  17, 25, 35, 19,  0,-,-,-,-, 0.00,28.58,29.98,  9.4,21,11.5, 26,21, 23,21
03919,20040124,45,29,  37 ,   8, 27, 33, 28,  0,-,-,-,-,  T  ,28.49,29.88,  9.8,8,10.6, 25,9, 21,10
03919,20040125,34,29,  32 ,   3, 30, 31, 33,  0,RA FZRA SN FG UP ,-,-,-, 0.27,28.23,29.62,  6.4,6, 8.7, 20,9, 16,9
03919,20040126,29,9,  19 , -11, 12, 16, 46,  0,TS SN FG UP ,-,-,-,  T  ,28.59,30.02, 15.6,33,19.8, 33,33, 30,34
03919,20040127,23,3,  13 , -17,  3, 11, 52,  0,-,-,-,-, 0.01,28.84,30.31,  2.2,25, 9.0, 22,32, 18,33
03919,20040128,23,6,  15 , -15,  4,  9, 50,  0,HZ ,-,-,-, 0.00,28.83,30.29,  8.5,2,11.1, 23,2, 20,2
03919,20040129,11,6,   0*, -21,  1,  7,  0,  0,SN FG HZ ,-,-,-,  T  ,28.78,30.24,  9.7,1,10.2, 24,1, 21,1
03919,20040130,19,3,  11 , -19,  3,  9, 54,  0,TS HZ ,-,-,-,  T  ,28.72,30.19,  7.3,10, 7.7, 17,11, 14,10
03919,20040131,27,12,  20 , -11, 16, 19, 45,  0,FZRA SN FG HZ ,-,-,-,  T  ,28.51,29.95,  7.1,9, 8.6, 18,13, 15,12
03927,20040101,71,58,  65 ,  21, 60, 62,  0,  0,RA FG ,-,-,-, 0.01,29.46,30.11, 11.0,17,11.5, 28,18, 23,18
03927,20040102,78,62,  70 ,  26, 63, 65,  0,  5,FG ,-,-,-, 0.00,29.31,29.94, 17.2,18,17.4, 31,20, 26,19
03927,20040103,76,65,  71*,  27, 63, 65,  0,  6,-,-,-,-,  T  ,29.17,29.81, 18.1,18,18.3, 33,20, 29,19
03927,20040104,69,33,  51 ,   7, 42, 48, 14,  0,FG ,-,-,-, 0.01,29.29,29.93,  8.5,31,18.9, 33,31, 30,31
03927,20040105,38,26,  32 , -12, 22, 28, 33,  0,-,-,-,-, 0.00,29.71,30.38, 13.6,36,14.2, 25,36, 23,34
03927,20040106,34,20,  27*, -17, 12, 23, 38,  0,-,-,-,-, 0.00,30.00,30.66, 12.0,1,12.2, 25,2, 22,2
03927,20040107,44,21,  33 , -11, 15, 29, 32,  0,-,-,-,-, 0.00,29.79,30.45,  9.4,16, 9.7, 23,15, 20,15
03927,20040108,63,41,  52 ,   9, 43, 46, 13,  0,FG ,-,-,-, 0.00,29.50,30.14,  6.5,17,10.0, 25,17, 21,17
03927,20040109,53,35,  44 ,   1, 28, 37, 21,  0,FG ,-,-,-, 0.00,29.71,30.37,  8.8,34, 9.4, 22,1, 17,36
03927,20040110,54,28,  41 ,  -2, 27, 35, 24,  0,-,-,-,-, 0.00,29.78,30.46,  1.2,35, 4.8, 13,17, 10,18
03927,20040111,65,32,  49 ,   6, 33, 41, 16,  0,-,-,-,-, 0.00,29.65,30.32, 12.3,18,12.5, 23,18, 20,18
03927,20040112,65,43,  54 ,  11, 44, 48, 11,  0,-,-,-,-,  T  ,29.63,30.29, 10.3,18,10.6, 25,19, 23,19
03927,20040113,70,49,  60 ,  17, 50, 53,  5,  0,FG HZ ,-,-,-, 0.00,29.62,30.27,  0.4,9, 5.4, 14,1, 12,1
03927,20040114,74,48,  61 ,  17, 51, 54,  4,  0,FG+ FG HZ ,-,-,-, 0.00,29.52,30.14,  0.3,13, 3.7, 10,22,  8,34
03927,20040115,61,50,  56 ,  12, 53, 55,  9,  0,RA DZ FG HZ ,-,-,-, 0.09,29.44,30.06,  5.3,10, 6.8, 17,12, 15,13
03927,20040116,64,54,  59 ,  15, 58, 59,  6,  0,RA FG ,-,-,-, 2.27,29.19,29.82,  6.7,13, 7.9, 23,13, 20,13
03927,20040117,68,50,  59 ,  15, 55, 57,  6,  0,RA FG ,-,-,-, 0.14,28.99,29.62,  6.3,23, 9.8, 21,26, 17,27
03927,20040118,50,35,  43 ,  -1, 33, 39, 22,  0,RA FG ,-,-,-, 0.04,29.30,29.94, 16.9,34,17.2, 35,33, 28,34
03927,20040119,43,27,  35 ,  -9, 21, 30, 30,  0,-,-,-,-, 0.00,29.53,30.19,  6.5,36, 8.2, 18,1, 16,1
03927,20040120,50,29,  40 ,  -4, 27, 34, 25,  0,-,-,-,-, 0.00,29.54,30.18,  6.9,12, 7.4, 17,11, 15,13
03927,20040121,55,31,  43 ,  -1, 31, 38, 22,  0,-,-,-,-, 0.00,29.63,30.28,  0.8,6, 3.7,  9,19,  8,19
03927,20040122,61,38,  50 ,   6, 36, 43, 15,  0,-,-,-,-, 0.00,29.63,30.29,  1.7,34, 5.3, 15,32, 14,32
03927,20040123,65,36,  51 ,   7, 41, 47, 14,  0,-,-,-,-, 0.00,29.53,30.18,  6.7,20, 9.0, 22,20, 18,22
03927,20040124,61,55,  58 ,  14, 55, 56,  7,  0,RA DZ FG ,-,-,-, 0.48,29.15,29.78,  5.8,16, 6.9, 23,21, 20,20
03927,20040125,74,49,  62 ,  17, 42, 52,  3,  0,FG+ FG ,-,-,-, 0.01,28.93,30.53, 13.3,22,14.2, 33,22, 29,23
03927,20040126,57,26,  42 ,  -3, 30, 38, 23,  0,-,-,-,-, 0.00,29.28,29.91, 13.0,30,15.9, 39,31, 36,31
03927,20040127,43,23,  33 , -12, 14, 26, 32,  0,-,-,-,-, 0.00,29.69,30.35,  3.6,34, 7.7, 18,34, 16,33
03927,20040128,57,26,  42 ,  -3, 21, 35, 23,  0,-,-,-,-, 0.00,29.61,30.25, 11.8,17,12.0, 29,19, 25,19
03927,20040129,58,40,  49 ,   4, 40, 45, 16,  0,-,-,-,-, 0.00,29.37,30.00,  7.0,17,12.0, 28,36, 23,36
03927,20040130,45,32,  39 ,  -7, 28, 33, 26,  0,-,-,-,-, 0.00,29.43,30.07,  7.8,36, 8.7, 22,36, 20,36
03927,20040131,49,31,  40 ,  -6, 39, 41, 25,  0,FG+ FG ,-,-,-, 0.00,29.25,29.88, 10.8,14,11.5, 24,14, 20,14
03928,20040101,59,42,  51 ,  21, 44, 47, 14,  0,FG ,0  ,-,0.0 ,  T  ,28.51,29.96, 11.2,19,12.5, 28,18, 22,18
03928,20040102,63,45,  54*,  24, 41, 47, 11,  0,FG ,0  ,-,0.0 , 0.00,28.31,29.76,  9.0,20,11.6, 25,17, 21,22
03928,20040103,50,32,  41 ,  11, 24, 33, 24,  0,-,0  ,-,0.0 , 0.00,28.37,29.86, 16.5,3,16.9, 31,2, 26,2
03928,20040104,32,17,  25 ,  -5, 18, 22, 40,  0,FZRA FZDZ FG ,0  ,-,T   ,  T  ,28.60,30.12, 16.5,35,16.9, 30,33, 26,34
03928,20040105,20,6,  13 , -17,  4, 11, 52,  0,-,0  ,-,T   ,  T  ,29.01,30.58, 14.2,36,14.4, 28,1, 22,2
03928,20040106,25,1,  13*, -17,  0, 10, 52,  0,-,0  ,-,0.0 , 0.00,29.16,30.74,  4.7,23, 7.3, 15,34, 13,34
03928,20040107,38,16,  27 ,  -3, 10, 22, 38,  0,-,0  ,-,0.0 , 0.00,28.78,30.31, 16.9,18,17.1, 36,18, 31,18
03928,20040108,53,23,  38 ,   8, 19, 29, 27,  0,-,0  ,-,0.0 , 0.00,28.65,30.15,  4.5,34,10.0, 35,35, 30,34
03928,20040109,37,20,  29 ,   0, 20, 24, 36,  0,FG HZ ,0  ,-,0.0 , 0.00,28.93,30.46,  6.8,36, 8.0, 22,34, 17,35
03928,20040110,49,16,  33 ,   4, 24, 29, 32,  0,FG HZ ,0  ,-,0.0 , 0.00,28.88,30.39,  9.1,19, 9.4, 20,18, 17,19
03928,20040111,60,27,  44 ,  15, 27, 35, 21,  0,-,0  ,-,0.0 , 0.00,28.65,30.14,  4.9,21, 8.8, 25,19, 21,19
03928,20040112,55,26,  41 ,  12, 29, 36, 24,  0,-,-,-,-, 0.00,28.78,30.28,  5.9,5, 6.9, 16,6, 14,7
03928,20040113,56,27,  42 ,  13, 29, 34, 23,  0,-,-,-,-, 0.00,28.83,30.33,  1.6,35, 4.1, 13,3, 12,3
03928,20040114,62,24,  43 ,  13, 28, 37, 22,  0,FG ,0  ,-,0.0 , 0.00,28.67,30.17,  5.5,36, 7.7, 22,34, 18,33
03928,20040115,52,26,  39 ,   9, 28, 35, 26,  0,FG ,0  ,-,0.0 , 0.00,28.62,30.11,  7.1,17, 8.8, 17,18, 15,18
03928,20040116,50,45,  48 ,  18, 45, 47, 17,  0,RA DZ FG+ FG HZ ,0  ,-,0.0 , 0.22,28.36,29.82, 10.5,16,10.9, 23,17, 20,17
03928,20040117,48,33,  41 ,  11, 39, 39, 24,  0,RA FG ,0  ,-,0.0 , 1.40,28.37,29.85, 15.4,1,15.6, 35,1, 29,1
03928,20040118,35,20,  28 ,  -2, 17, 26, 37,  0,-,0  ,-,0.0 , 0.00,28.68,30.17, 16.1,1,16.2, 33,2, 25,1
03928,20040119,31,12,  22 ,  -8,  9, 18, 43,  0,-,0  ,-,0.0 , 0.00,28.75,30.27,  3.1,5, 5.7, 18,3, 16,3
